fsq_id,category_id,chains,distance,latitude,longitude,location_country,location_cross_street,location_formatted_address,location_locality,location_postcode,location_region,location_timezone,name,bike_station_id
51e464e3498efd152b1dd767,13065,[],143,49.257466,-123.091136,CA,,"603 Kingsway, Vancouver BC V5T 3K5",Vancouver,V5T 3K5,BC,America/Vancouver,Los Cuervos Taqueria & Cantina,08c7a90bf297fde8c1f1156db13987d4
4f95b99fe4b0f888deccf2f3,13065,[],186,49.256333,-123.090147,CA,at E 16th Ave.,"3201 Fraser St (at E 16th Ave.), Vancouver BC V5V 4B8",Vancouver,V5V 4B8,BC,America/Vancouver,BKH Jerky,08c7a90bf297fde8c1f1156db13987d4
572d37e6498e334d71acf7ab,13065,[],123,49.256574,-123.089113,CA,,"701 Kingsway, Vancouver BC V5T 3K6",Vancouver,V5T 3K6,BC,America/Vancouver,Straight Outta Brooklyn NYC Pizzeria,08c7a90bf297fde8c1f1156db13987d4
4ad247b0f964a520a2e020e3,13065,[],142,49.256821,-123.089215,CA,at Fraser St,"701 Kingsway (at Fraser St), Vancouver BC V5T 3K6",Vancouver,V5T 3K6,BC,America/Vancouver,Ba-Le Sandwich Shop,08c7a90bf297fde8c1f1156db13987d4
4b2e7cddf964a52015e124e3,13065,[],111,49.257347,-123.08999,CA,Fraser,"651E 15th Ave E (Fraser), Vancouver BC V5T 2R6",Vancouver,V5T 2R6,BC,America/Vancouver,Lions Den Cafe,08c7a90bf297fde8c1f1156db13987d4
5d43c642735c2d0007fa9fc2,13065,[],148,49.256838,-123.090839,CA,,"646 Kingsway, Vancouver BC V5T 3K4",Vancouver,V5T 3K4,BC,America/Vancouver,Zocalo Modern Cantina,08c7a90bf297fde8c1f1156db13987d4
23431ff2f6dd4abafe917b5f,13065,[],104,49.257012,-123.089313,CA,,"701 Kingsway, Vancouver BC V5T 3K6",Vancouver,V5T 3K6,BC,,Va-Le Sandwich Shop,08c7a90bf297fde8c1f1156db13987d4
69cb6ac4c9b44d225f83a806,13065,[],149,49.256755,-123.090507,CA,,"670 Kingsway, Vancouver BC V5T 3K4",Vancouver,V5T 3K4,BC,,Yat Ming Seafood Market,08c7a90bf297fde8c1f1156db13987d4
5270557011d2aed0688854b3,13065,[],108,49.284213,-123.069634,CA,btwn Commercial & Salisbury,"1725 Powell St (btwn Commercial & Salisbury), Vancouver BC V5L 1H6",Vancouver,V5L 1H6,BC,America/Vancouver,Odd Society Spirits,c52e51e3288a00993bdf892fdc2c2c2c
4b5a2cfbf964a5202ab228e3,13065,[],139,49.28202,-123.070178,CA,btwn E Hastings & Franklin,"310 Commercial Dr (btwn E Hastings & Franklin), Vancouver BC V5L 3V6",Vancouver,V5L 3V6,BC,America/Vancouver,Storm Brewing Ltd,c52e51e3288a00993bdf892fdc2c2c2c
5a4826f1e55d8b0532c25fa2,13065,[],95,49.284167,-123.070117,CA,Commercial Drive,"1701 Powell St (Commercial Drive), Vancouver BC V5L 5C9",Vancouver,V5L 5C9,BC,America/Vancouver,The Narcissus,c52e51e3288a00993bdf892fdc2c2c2c
543458cd3ea2491e100ca09c,13065,[],105,49.284146,-123.070034,CA,,"1701 Powell St, Vancouver BC V5L 5C9",Vancouver,V5L 5C9,BC,,Arc Cafe,c52e51e3288a00993bdf892fdc2c2c2c
09553b9867c545fe00c24195,13065,[],147,49.283188,-123.068411,CA,,"1795 Pandora St, Vancouver BC V5L 1L8",Vancouver,V5L 1L8,BC,,Sung Fish Co Ltd,c52e51e3288a00993bdf892fdc2c2c2c
38867ef8bedb49a09d451c37,13065,[],183,49.282104,-123.072295,CA,,"1600 Franklin St, Vancouver BC",Vancouver,,BC,,Hustle Pizza Co,c52e51e3288a00993bdf892fdc2c2c2c
4aa81a45f964a520564f20e3,13065,[],197,49.301235,-123.157091,CA,,"7501 Stanley Park Dr, Vancouver BC V6G 3E2",Vancouver,V6G 3E2,BC,America/Vancouver,The Teahouse Restaurant,45a4c865db23e1cad0209afa5a799de0
4c35136fed37a593e0027003,13065,[],60,49.303073,-123.155788,CA,,"In Stanley Pk, Vancouver BC",Vancouver,,BC,America/Vancouver,3rd Beach,45a4c865db23e1cad0209afa5a799de0
4aa80271f964a520af4e20e3,13065,[],92,49.274082,-123.069911,CA,,"1191 Commercial Dr, Vancouver BC V5L 3X3",Vancouver,V5L 3X3,BC,America/Vancouver,Biercraft,b562f08327af465e4531e20226789489
4aa7350bf964a520464c20e3,13065,[],71,49.273731,-123.069395,CA,btwn William & Charles,"1212 Commercial Dr (btwn William & Charles), Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,America/Vancouver,Havana,b562f08327af465e4531e20226789489
502ef97ce4b047ef9a41d5aa,13065,[],37,49.273448,-123.069371,CA,btwn William & Charles St,"1260 Commercial Dr (btwn William & Charles St), Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,America/Vancouver,Absinthe Bistro,b562f08327af465e4531e20226789489
4aa9b6fbf964a520fe5420e3,13065,[],60,49.273618,-123.069385,CA,at William St.,"1230 Commercial Dr (at William St.), Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,America/Vancouver,Fets Whisky Kitchen,b562f08327af465e4531e20226789489
4b8f0753f964a5207a4533e3,13065,[],153,49.271667,-123.069788,CA,at Grant St.,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",Vancouver,V5L 3X8,BC,America/Vancouver,Ginger Sushi,b562f08327af465e4531e20226789489
4f8e0f4ce4b018d8f5fde367,13065,[],103,49.272336,-123.069358,CA,at Kitchener St,"1380 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X6",Vancouver,V5L 3X6,BC,America/Vancouver,Famoso Neapolitan Pizzeria,b562f08327af465e4531e20226789489
511ffd76e4b0781dd9ddbf08,13065,[],77,49.272506,-123.069372,CA,btwn Kitchener & Charles,"1340 Commercial Dr (btwn Kitchener & Charles), Vancouver BC V5L 3X6",Vancouver,V5L 3X6,BC,America/Vancouver,Scandilicious,b562f08327af465e4531e20226789489
4aad5edcf964a520f15f20e3,13065,[],116,49.272017,-123.069412,CA,at Kitchener St,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,America/Vancouver,Marcello Ristorante & Pizzeria,b562f08327af465e4531e20226789489
4ce833c6fe90a35d053c410e,13065,[],172,49.274756,-123.069725,CA,at Napier,"1105 Commercial Dr (at Napier), Vancouver BC V5L 3X3",Vancouver,V5L 3X3,BC,America/Vancouver,Sweet Cherubim,b562f08327af465e4531e20226789489
4aa9ac06f964a520ca5420e3,13065,[],105,49.274277,-123.06936,CA,William St,"1150 Commercial Dr (William St), Vancouver BC V5L 3X2",Vancouver,V5L 3X2,BC,America/Vancouver,Joe's Cafe,b562f08327af465e4531e20226789489
4d4de106d6f3224bc258a1a6,13065,[],89,49.272269,-123.069758,CA,kitchener street,"1393 Commercial Dr (kitchener street), Vancouver BC V5L 3X5",Vancouver,V5L 3X5,BC,America/Vancouver,Cafe du Soleil,b562f08327af465e4531e20226789489
5256c3bf498e4a720085f2cf,13065,[],153,49.274442,-123.069131,CA,,"1128 Commercial Dr, Vancouver BC V5L 3X2",Vancouver,V5L 3X2,BC,America/Vancouver,Sula Indian Restaurant,b562f08327af465e4531e20226789489
4f89dbf9e4b0af4d4e524dbb,13065,[],164,49.271667,-123.069788,CA,btwn Kitchener & Grant,"1441 Commercial Dr (btwn Kitchener & Grant), Vancouver BC V5L 3X8",Vancouver,V5L 3X8,BC,America/Vancouver,Tatsu Japanese Bistro,b562f08327af465e4531e20226789489
5c55eb00418686002c9cdc8e,13065,[],98,49.27229,-123.069841,CA,,"1399 Commercial Dr, Vancouver BC V5L 3X5",Vancouver,V5L 3X5,BC,America/Vancouver,Livia Bakery,b562f08327af465e4531e20226789489
555df6c9498ec05757a9ef70,13065,[],186,49.274709,-123.069316,CA,Napier,"1102 Commercial Dr (Napier), Vancouver BC V5L 3X2",Vancouver,V5L 3X2,BC,America/Vancouver,Moja Coffee,b562f08327af465e4531e20226789489
4aa86b72f964a520375120e3,13065,[],81,49.272506,-123.069372,CA,btwn Charles & Kitchener,"1342 Commercial Dr (btwn Charles & Kitchener), Vancouver BC V5L 3X6",Vancouver,V5L 3X6,BC,America/Vancouver,Memphis Blues Barbeque House,b562f08327af465e4531e20226789489
4ab69af4f964a5201a7820e3,13065,[],130,49.271826,-123.069315,CA,kitchener,"1414 Commercial Dr (kitchener), Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,America/Vancouver,Sake Maki,b562f08327af465e4531e20226789489
4aa6ba15f964a520d44a20e3,13065,[],166,49.271564,-123.069374,CA,at Kitchener St.,"1438 Commercial Dr (at Kitchener St.), Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,America/Vancouver,Vera's on the Drive,b562f08327af465e4531e20226789489
4aab1084f964a520c75820e3,13065,[],179,49.271667,-123.069788,CA,at Grant St,"1447 Commercial Dr (at Grant St), Vancouver BC V5L 3X8",Vancouver,V5L 3X8,BC,America/Vancouver,The Charlatan,b562f08327af465e4531e20226789489
57dc3a9b498e06f25a983709,13065,[],38,49.273314,-123.069279,CA,Charles,"1268 Commercial Dr (Charles), Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,America/Vancouver,City Bistro European Food and DELI,b562f08327af465e4531e20226789489
5ddc44f3ec276a00087c44f2,13065,[],39,49.273237,-123.069191,CA,Charles Street,"1268 Commercial Dr (Charles Street), Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,America/Vancouver,Pacific Poke,b562f08327af465e4531e20226789489
4c1246c08aedd13a66405137,13065,[],62,49.272758,-123.069718,CA,Charles,"1321 Commercial Dr (Charles), Vancouver BC V5L 3X5",Vancouver,V5L 3X5,BC,America/Vancouver,Abruzzo Cappuccino Bar,b562f08327af465e4531e20226789489
54c3105e498ee8c2a66f863c,13065,[],109,49.272233,-123.069836,CA,,"1399 Commercial Dr, Vancouver BC V5L 3X5",Vancouver,V5L 3X5,BC,America/Vancouver,Al Basha,b562f08327af465e4531e20226789489
58fd635835dfa707a416c32a,13065,[],123,49.274174,-123.069838,CA,,"1179 Commercial Dr, Vancouver BC V5L 3X3",Vancouver,V5L 3X3,BC,America/Vancouver,Thai Basil Restaurant,b562f08327af465e4531e20226789489
5ceddc19b3d8e2002c05916a,13065,[],135,49.271939,-123.069324,CA,,"1408 Commercial Dr, Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,America/Vancouver,Harbour Oyster + Bar,b562f08327af465e4531e20226789489
5a3c6926898bdc16c1092eb1,13065,[],136,49.274416,-123.069696,CA,,"1134 Commercial Dr, Vancouver BC V5L 3X2",Vancouver,V5L 3X2,BC,America/Vancouver,Kulinarya,b562f08327af465e4531e20226789489
62840fd09850162b791dfdb7,13065,[],165,49.271574,-123.069861,CA,,"1441 Commercial Dr, Vancouver BC V5L 3X8",Vancouver,V5L 3X8,BC,America/Vancouver,Cozen,b562f08327af465e4531e20226789489
606b7d432ec75a04d0601e2f,13065,[],179,49.27162,-123.069378,CA,,"1468 Commercial Dr, Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,America/Vancouver,Merci Beaucoup Cafe,b562f08327af465e4531e20226789489
5d959d36718dfa0008f72e41,13065,[],183,49.274709,-123.069316,CA,Napier,"1110 Commercial Dr (Napier), Vancouver BC V5L 3X2",Vancouver,V5L 3X2,BC,America/Vancouver,The Pizza Castle & Indian Curry,b562f08327af465e4531e20226789489
96103c4cdaea464346b37d68,13065,[],41,49.273221,-123.069352,CA,,"1276 Commercial Dr, Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,,Turk's Coffee Exchange,b562f08327af465e4531e20226789489
80cc98ce67804e6d78be6983,13065,[],59,49.273273,-123.069113,CA,,"1268 Commercial Dr, Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,,Pacific Poke,b562f08327af465e4531e20226789489
87902c62490e48b14e08e932,13065,[],61,49.273329,-123.069118,CA,,"1260 Commercial Dr, Vancouver BC V5L 3X4",Vancouver,V5L 3X4,BC,,Oca Pastificio,b562f08327af465e4531e20226789489
793d7457b4be49bce4542e80,13065,[],110,49.274097,-123.069751,CA,,"1191 Commercial Dr, Vancouver BC V5L 3X3",Vancouver,V5L 3X3,BC,,Santos Tapas Restaurant,b562f08327af465e4531e20226789489
2f24a6023e4f45439ce74f76,13065,[],125,49.272017,-123.069412,CA,,"1404 Commercial Dr, Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,,Marcellos,b562f08327af465e4531e20226789489
7b5f0d08b398478278099acc,13065,[],127,49.274252,-123.069926,CA,,"1179 Commercial Dr, Vancouver BC V5L 3X3",Vancouver,V5L 3X3,BC,,PhoEver Fresh Vietnamese Cuisine,b562f08327af465e4531e20226789489
73e6dc9c72784d16896bdc2d,13065,[],132,49.271914,-123.06989,CA,,"1417 Commercial Dr, Vancouver BC V5L 3X8",Vancouver,V5L 3X8,BC,,Auntie Jen's Pizzeria,b562f08327af465e4531e20226789489
243916511d084f0b7f8f25ae,13065,[],157,49.271687,-123.069871,CA,,"1441 Commercial Dr, Vancouver BC",Vancouver,,BC,,The Pond on Commercial Drive,b562f08327af465e4531e20226789489
a724edfe966d49f771d58115,13065,[],159,49.271667,-123.069788,CA,,"1441 Commercial Dr, Vancouver BC V5L 3X8",Vancouver,V5L 3X8,BC,,Sankyu Lounge,b562f08327af465e4531e20226789489
ba57e322fdc14ed7da1f9d19,13065,[],162,49.271677,-123.069383,CA,,"1438 Commercial Dr, Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,,Vera's Burger Shack,b562f08327af465e4531e20226789489
35626381b7ad41eb88f4cfe1,13065,[],172,49.271553,-123.069778,CA,,"1468 Commercial Dr, Vancouver BC V5L 3X9",Vancouver,V5L 3X9,BC,,Bagel Street Cafe,b562f08327af465e4531e20226789489
d812a3c94a8440c3f2bf72c6,13065,[],176,49.274611,-123.069145,CA,,"1110 Commercial Dr, Vancouver BC V5L 3X2",Vancouver,V5L 3X2,BC,,Hustle Pizza Co,b562f08327af465e4531e20226789489
509ff4a5e4b057cac4d322c9,13065,[],168,49.278582,-123.093335,CA,at Jackson St,"501 Georgia St E (at Jackson St), Vancouver BC V6A 1Z8",Vancouver,V6A 1Z8,BC,America/Vancouver,Finch's Market,9a48ca226f82f52d02707b054ebc7e9e
4adeb7a8f964a520ad7621e3,13065,[],19,49.277325,-123.091849,CA,Princess,"598 Union St (Princess), Vancouver BC V6A 2B8",Vancouver,V6A 2B8,BC,America/Vancouver,Benny's Market,9a48ca226f82f52d02707b054ebc7e9e
54bea64f498ec3ed3dde9a10,13065,[],92,49.268876,-123.102894,CA,at E 2nd Ave,"1829 Quebec St (at E 2nd Ave), Vancouver BC V5T 2Z3",Vancouver,V5T 2Z3,BC,America/Vancouver,Earnest Ice Cream,9a5478470b56379c31cf4e671584d5cc
5863012d3e8835567907c4fe,13065,[],8,49.268088,-123.10307,CA,Main St,"64 3rd Ave E (Main St), Vancouver BC V5T 1C3",Vancouver,V5T 1C3,BC,America/Vancouver,Fife Bakery,9a5478470b56379c31cf4e671584d5cc
4ab2c5fbf964a520446c20e3,13065,[],99,49.26727,-123.103568,CA,btwn Ontario & Quebec,"54B 4th Ave E (btwn Ontario & Quebec), Vancouver BC V5T 1E8",Vancouver,V5T 1E8,BC,America/Vancouver,R & B Brewing Inc,9a5478470b56379c31cf4e671584d5cc
55d97956498e2c299b5830c0,13065,[],110,49.268608,-123.104493,CA,at E 2nd Ave,"1830 Ontario St (at E 2nd Ave), Vancouver BC V5T 2W6",Vancouver,V5T 2W6,BC,America/Vancouver,Faculty Brewing Co,9a5478470b56379c31cf4e671584d5cc
4b5a3453f964a52010b428e3,13065,[],108,49.268077,-123.10169,CA,btwn Main & Quebec,"146 3rd Ave E (btwn Main & Quebec), Vancouver BC V5T 1C8",Vancouver,V5T 1C8,BC,America/Vancouver,Nuba Natural Foods,9a5478470b56379c31cf4e671584d5cc
4b883a16f964a520d0e831e3,13065,[],106,49.26836,-123.101714,CA,Between Quebec & Main,"143 3rd Ave E (Between Quebec & Main), Vancouver BC V5T 1C7",Vancouver,V5T 1C7,BC,America/Vancouver,Swiss Bakery,9a5478470b56379c31cf4e671584d5cc
57951723498e1e1d10b665a7,13065,[],156,49.269601,-123.102469,CA,2nd Avenue,"1751 Quebec St (2nd Avenue), Vancouver BC V5T 0E7",Vancouver,V5T 0E7,BC,America/Vancouver,Tractor - Olympic Village,9a5478470b56379c31cf4e671584d5cc
4aae6272f964a520f06120e3,13065,[],107,49.268608,-123.104493,CA,at 3rd Ave.,"1836 Ontario St (at 3rd Ave.), Vancouver BC V5T 2W6",Vancouver,V5T 2W6,BC,America/Vancouver,Argo Cafe,9a5478470b56379c31cf4e671584d5cc
5158c39fe4b03dbb60d52ad6,13065,[],193,49.266652,-123.103759,CA,btwn Ontario & Quebec,"43 5th Ave E (btwn Ontario & Quebec), Vancouver BC V5T 1G7",Vancouver,V5T 1G7,BC,America/Vancouver,Peaceful Restaurant,9a5478470b56379c31cf4e671584d5cc
4aa734e0f964a520454c20e3,13065,[],188,49.268334,-123.100495,CA,at E 3rd Ave,"1898 Main St (at E 3rd Ave), Vancouver BC V5T 3B7",Vancouver,V5T 3B7,BC,America/Vancouver,Narrow Lounge,9a5478470b56379c31cf4e671584d5cc
5b3edf948d0a53002c0de71b,13065,[],122,49.269396,-123.103425,CA,,"97 2nd Ave E, Vancouver BC V5T 1B3",Vancouver,V5T 1B3,BC,America/Vancouver,Brewhall,9a5478470b56379c31cf4e671584d5cc
55abd548498e1966a0ebd1f0,13065,[],117,49.26903,-123.103069,CA,,"78 2nd Ave E, Vancouver BC V5T 1B1",Vancouver,V5T 1B1,BC,America/Vancouver,Glory Juice,9a5478470b56379c31cf4e671584d5cc
5b4a4f7c610f04002c9239fe,13065,[],139,49.269468,-123.104161,CA,,"25E 2Nd Ave E 2Nd, Vancouver BC V5T 1B3",Vancouver,V5T 1B3,BC,America/Vancouver,Hon's Wonton House,9a5478470b56379c31cf4e671584d5cc
534b1efb498ea14e2266bdc0,13065,[],145,49.269036,-123.104205,CA,at Ontario St,"6E 2Nd Ave E 2Nd (at Ontario St), Vancouver BC V5T 1B1",Vancouver,V5T 1B1,BC,America/Vancouver,Manna Sushi,9a5478470b56379c31cf4e671584d5cc
61c2341b7c4aea191063dcdc,13065,[],186,49.266574,-123.103671,CA,,"43 5th Ave E, Vancouver BC V5T 1G7",Vancouver,V5T 1G7,BC,America/Vancouver,Blaze Gourmet Burgers,9a5478470b56379c31cf4e671584d5cc
c2f22b44b5a747312d29ecb6,13065,[],45,49.268078,-123.102582,CA,,"54 4th Ave E, Vancouver BC V5T 1E8",Vancouver,V5T 1E8,BC,,R&B Ale & Pizza House,9a5478470b56379c31cf4e671584d5cc
578c3c00498ee0c02beb38ec,13065,[],55,49.2814,-123.085056,CA,,"895 Hastings St E, Vancouver BC V6A 1R8",Vancouver,V6A 1R8,BC,America/Vancouver,Strathcona Beer Co,b428c0e64d9b9fdb3bf8e85c95ffdf6b
53bee9ba498ecf83180e97d5,13065,[],41,49.281219,-123.084553,CA,,"901 Hastings St E, Vancouver BC V6A 1R9",Vancouver,V6A 1R9,BC,America/Vancouver,Liquids and Solids,b428c0e64d9b9fdb3bf8e85c95ffdf6b
eb23d06b0c544e45e2cda009,13065,[],48,49.28088,-123.085417,CA,,"874 Hastings St E, Vancouver BC V6A 1R6",Vancouver,V6A 1R6,BC,,Red Way,b428c0e64d9b9fdb3bf8e85c95ffdf6b
3d606e1fb82149a9e34dad81,13065,[],86,49.281246,-123.085773,CA,,"855E Hastings St E, Vancouver BC V6A 1R8",Vancouver,V6A 1R8,BC,,Dim Sum King,b428c0e64d9b9fdb3bf8e85c95ffdf6b
c7a1c18eaa704b15fcea7bea,13065,[],120,49.281208,-123.083173,CA,,"957 Hastings St E, Vancouver BC V6A 0H1",Vancouver,V6A 0H1,BC,,VV Tapas Lounge,b428c0e64d9b9fdb3bf8e85c95ffdf6b
71e24e8b1e34451b792b8592,13065,[],193,49.279839,-123.08257,CA,,"1000 Pender St W, Vancouver BC V6B 2T2",Vancouver,V6B 2T2,BC,,Aussie Pie Guy,b428c0e64d9b9fdb3bf8e85c95ffdf6b
b7752c3305e64a5466f33347,13065,[],117,49.2842,-123.143137,CA,,"1700 Beach Ave, Vancouver BC",Vancouver,,BC,,Gratta d' Oro,8e93d0da1ee6caadf21ed9575b5fa9da
574b79fe498edfad31d0ae14,13065,[],119,49.312701,-123.142577,CA,,"5601 Stanley Park Dr, Vancouver BC",Vancouver,,BC,America/Vancouver,Prospect Point - Stanley Park,844aa75af0d3235a86ff827c81395afd
4ab55c9ef964a520317420e3,13065,[],128,49.312644,-123.142572,CA,,"5601 Stanley Park Dr, Vancouver BC",Vancouver,,BC,America/Vancouver,Prospect Point Café,844aa75af0d3235a86ff827c81395afd
af999039332c4952549abb0d,13065,[],111,49.312552,-123.142645,CA,,"5601 Stanley Park Dr, Vancouver BC V6G 3E2",Vancouver,V6G 3E2,BC,,Prospect Point Cafe & Gift Shop,844aa75af0d3235a86ff827c81395afd
4aa81803f964a520454f20e3,13065,[],27,49.275933,-123.124585,CA,at Richards St,"508 Davie St (at Richards St), Vancouver BC V6B 2G4",Vancouver,V6B 2G4,BC,America/Vancouver,Nuba Restaurant Group Inc,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aaa9910f964a520875620e3,13065,[],34,49.275784,-123.123761,CA,at Richards St.,"477 Davie St (at Richards St.), Vancouver BC V6B 2G2",Vancouver,V6B 2G2,BC,America/Vancouver,Coo Coo Coffee,e9b37f2d9b7b2e2e3ade73f13acb69b2
598b63f946e1b670969fce47,13065,[],79,49.276211,-123.125258,CA,at Seymour St,"560 Davie St (at Seymour St), Vancouver BC V6B 2G4",Vancouver,V6B 2G4,BC,America/Vancouver,Chancho Tortilleria,e9b37f2d9b7b2e2e3ade73f13acb69b2
4e2901b5b61c41a2f8a38ab3,13065,[],163,49.275181,-123.122007,CA,btwn Davie & Helmcken St,"1168 Hamilton St (btwn Davie & Helmcken St), Vancouver BC V6B 2S2",Vancouver,V6B 2S2,BC,America/Vancouver,The Flying Pig Yaletown,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa74bb8f964a520a14c20e3,13065,[],156,49.274378,-123.123236,CA,at Drake St,"1228 Hamilton St (at Drake St), Vancouver BC V6B 6L2",Vancouver,V6B 6L2,BC,America/Vancouver,Rodney's Oyster House,e9b37f2d9b7b2e2e3ade73f13acb69b2
4b4fdbd2f964a520c91727e3,13065,[],147,49.27512,-123.12265,CA,at Davie St,"1193 Hamilton St (at Davie St), Vancouver BC V6B 5P6",Vancouver,V6B 5P6,BC,America/Vancouver,Hapa Izakaya,e9b37f2d9b7b2e2e3ade73f13acb69b2
5b9032b4345cbe00398a8d6a,13065,[],196,49.274404,-123.126239,CA,btwn Drake & Pacific,"1328 Richards St (btwn Drake & Pacific), Vancouver BC V6B 3G6",Vancouver,V6B 3G6,BC,America/Vancouver,Matchstick Coffee Roasters,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa82326f964a520884f20e3,13065,[],188,49.275629,-123.121801,CA,btwn Davie St. & Helmcken St.,"1133 Hamilton St (btwn Davie St. & Helmcken St.), Vancouver BC V6B 5P6",Vancouver,V6B 5P6,BC,America/Vancouver,Cioppino's Mediterranean Grill Inc,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa94599f964a520cc5220e3,13065,[],142,49.275084,-123.122728,CA,at Hamilton St.,"357 Davie St (at Hamilton St.), Vancouver BC V6B 1R2",Vancouver,V6B 1R2,BC,America/Vancouver,Cactus Club Cafe Yaletown,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa82bf1f964a520ce4f20e3,13065,[],137,49.276654,-123.125701,CA,at Seymour St,"616 Davie St (at Seymour St), Vancouver BC V6B 2G5",Vancouver,V6B 2G5,BC,America/Vancouver,Yamato Sushi Restaurant Inc,e9b37f2d9b7b2e2e3ade73f13acb69b2
5a2c661e51950e7c0eec7fb5,13065,[],132,49.276577,-123.125614,CA,btwn Granville & Seymour,"620 Davie St (btwn Granville & Seymour), Vancouver BC V6B 2G5",Vancouver,V6B 2G5,BC,America/Vancouver,Manoush'eh,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa7b956f964a5200b4d20e3,13065,[],80,49.27531,-123.12364,CA,at Homer St.,"402 Davie St (at Homer St.), Vancouver BC V6B 2G3",Vancouver,V6B 2G3,BC,America/Vancouver,JJ Bean Coffee Roasters - Yaletown,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa82562f964a520964f20e3,13065,[],103,49.275022,-123.123372,CA,at Davie St.,"1208 Homer St (at Davie St.), Vancouver BC V6B 2Y5",Vancouver,V6B 2Y5,BC,America/Vancouver,Yaletown Gelato,e9b37f2d9b7b2e2e3ade73f13acb69b2
558a158b498ecbc9ee873953,13065,[],76,49.275259,-123.123879,CA,Homer Street,"412 Davie St (Homer Street), Vancouver BC V6B 2G3",Vancouver,V6B 2G3,BC,America/Vancouver,Menchies,e9b37f2d9b7b2e2e3ade73f13acb69b2
4b82f845f964a52016f030e3,13065,[],169,49.276829,-123.12596,CA,at Granville St.,"636 Davie St (at Granville St.), Vancouver BC V6B 2G5",Vancouver,V6B 2G5,BC,America/Vancouver,Basil Pasta Bar,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa94944f964a520e65220e3,13065,[],189,49.274059,-123.124182,CA,at Drake St.,"1283 Hamilton St (at Drake St.), Vancouver BC V6B 6K3",Vancouver,V6B 6K3,BC,America/Vancouver,Soho Billiards,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa7332cf964a520414c20e3,13065,[],178,49.27461,-123.122607,CA,at Hamilton St,"350 Davie St (at Hamilton St), Vancouver BC V6B 5Z6",Vancouver,V6B 5Z6,BC,America/Vancouver,Opus Bar,e9b37f2d9b7b2e2e3ade73f13acb69b2
5f8a7dd8a02efd7a81796559,13065,[],17,49.27566,-123.124156,CA,,"350 Davie St, Vancouver BC V6B 5Z6",Vancouver,V6B 5Z6,BC,America/Vancouver,Capo & the Spritz,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa80ad7f964a520ed4e20e3,13065,[],188,49.276025,-123.121835,CA,at Helmcken St,"1116 Homer St (at Helmcken St), Vancouver BC V6B 2X6",Vancouver,V6B 2X6,BC,America/Vancouver,O-Cha Tea Bar,e9b37f2d9b7b2e2e3ade73f13acb69b2
545a9aac498e653625a4f9d3,13065,[],156,49.274569,-123.123333,CA,,"1233 Hamilton St, Vancouver BC V6B 6K3",Vancouver,V6B 6K3,BC,America/Vancouver,Taboo Kitchen,e9b37f2d9b7b2e2e3ade73f13acb69b2
60e0c42f0e501b1ba849028b,13065,[],89,49.276211,-123.125258,CA,,"572 Davie St, Vancouver BC V6B 2G4",Vancouver,V6B 2G4,BC,America/Vancouver,Noah's Cafe,e9b37f2d9b7b2e2e3ade73f13acb69b2
4aa9e45bf964a5207c5520e3,13065,[],173,49.276829,-123.12596,CA,btw Seymour & Granville,"656 Davie St (btw Seymour & Granville), Vancouver BC V6B 2G5",Vancouver,V6B 2G5,BC,America/Vancouver,Jako Japanese Restaurant,e9b37f2d9b7b2e2e3ade73f13acb69b2
58323d5e9dc8d00576d76940,13065,[],114,49.276556,-123.125531,CA,,"612 Davie St, Vancouver BC V6B 2G5",Vancouver,V6B 2G5,BC,America/Vancouver,Benchmark Bar & Grill Inc,e9b37f2d9b7b2e2e3ade73f13acb69b2
